code,Unnamed: 0,title,pub_date,citations,abstract,class,year,abstract_processed,topic,class_topic,core,louvain,topiclouvain,GTcore
US10055560B2,35,"Device, method, and system of detecting multiple users accessing the same account ",2018-08-21,"['US10230718B2', 'US10049209B2', 'US9071969B2', 'US10397262B2', 'US10164985B2', 'US10839065B2', 'AU2016315900B2', 'US10735432B2', 'US10754935B2', 'US9225737B2', 'US10686818B2', 'US10834090B2', 'US10586036B2', 'US10558792B2', 'KR101721032B1', 'US20200327212A1', 'US20190236250A1']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, and detecting a possible attacker. The methods include monitoring of user-side input-unit interactions, in general and in response to an interference introduced to user-interface elements. The monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script, as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account.
",G06,2018,"
devices systems and methods of detecting user identity differentiating between users of a computerized service and detecting a possible attacker the methods include monitoring of user-side input-unit interactions in general and in response to an interference introduced to user-interface elements the monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account
",1,G06_1,2,0.0,1.0,6.0
US20170193526A1,36,"Device, system, and method of differentiating among users based on detection of hardware components ",2017-07-06,"['US10164985B2', 'US10395018B2', 'KR101721032B1', 'US20180082304A1', 'US10839065B2', 'US9485275B2', 'US10735432B2', 'US10834090B2', 'US20190236250A1', 'US10157273B2', 'US10686818B2', 'AU2016315900B2', 'US9813441B2', 'CN106716958B', 'US9552470B2', 'US9071969B2', 'US20190364019A1', 'US9264419B1', 'CN104408341B']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, detecting a possible attacker, and flagging a particular financial transaction or a particular retail transaction as being possibly-fraudulent. The methods include monitoring of user-side input-unit interactions, in general and in response to an interference introduced to user-interface elements. The monitored interactions are analyzed, and enable extraction of hardware-specific features of a computer mouse, a touchpad, a touch-screen, a keyboard, or other input unit. In some methods, detection of different mouse polling rates or different mouse DPI values, across two different usage sessions in the same financial account, enables the method to detect a possibly-fraudulent transaction.
",G06,2017,"
devices systems and methods of detecting user identity differentiating between users of a computerized service detecting a possible attacker and flagging a particular financial transaction or a particular retail transaction as being possibly-fraudulent the methods include monitoring of user-side input-unit interactions in general and in response to an interference introduced to user-interface elements the monitored interactions are analyzed and enable extraction of hardware-specific features of a computer mouse a touchpad a touch-screen a keyboard or other input unit in some methods detection of different mouse polling rates or different mouse dpi values across two different usage sessions in the same financial account enables the method to detect a possibly-fraudulent transaction
",1,G06_1,2,0.0,1.0,6.0
US9848009B2,38,Identification of computerized bots and automated cyber-attack modules ,2017-12-19,"['US20160021117A1', 'KR101977845B1', 'US10044730B1', 'US10740758B2', 'US10091180B1', 'EP3368973B1', 'US10735432B2', 'US20170235954A1', 'CN106575401B', 'JP6239808B1', 'US10068076B1', 'CN105229596B', 'US9794228B2', 'US9813446B2', 'US9526006B2', 'US9552470B2', 'US10223517B2', 'US9071969B2', 'US20190364019A1', 'US20200244633A1', 'US10558792B2', 'CN104408341B']","
Devices, systems, and methods of detecting whether an electronic device or computerized device or computer, is being controlled by a legitimate human user, or by an automated cyber-attack unit or malware or automatic script. The system monitors interactions performed via one or more input units of the electronic device. The system searches for abnormal input-user interactions; or for an abnormal discrepancy between: the input-unit gestures that were actually registered by the input unit, and the content that the electronic device reports as allegedly entered via such input units. A discrepancy or abnormality indicates that more-possibly, or necessarily or certainly, a malware or automated script is controlling the electronic device, rather than a legitimate human user. Optionally, an input-output aberration or interference is injected, in order to check for manual corrective actions that only a human user, and not an automated script, is able to perform.
",H04,2017,"
devices systems and methods of detecting whether an electronic device or computerized device or computer is being controlled by a legitimate human user or by an automated cyber-attack unit or malware or automatic script the system monitors interactions performed via one or more input units of the electronic device the system searches for abnormal input-user interactions; or for an abnormal discrepancy between: the input-unit gestures that were actually registered by the input unit and the content that the electronic device reports as allegedly entered via such input units a discrepancy or abnormality indicates that more-possibly or necessarily or certainly a malware or automated script is controlling the electronic device rather than a legitimate human user optionally an input-output aberration or interference is injected in order to check for manual corrective actions that only a human user and not an automated script is able to perform
",1,H04_1,2,0.0,1.0,6.0
US9526006B2,42,"System, method, and device of detecting identity of a user of an electronic device ",2016-12-20,"['US9531710B2', 'KR101977845B1', 'US9531733B2', 'US10032010B2', 'US9547766B2', 'US10740758B2', 'US20170270289A1', 'US10586036B2', 'US10069852B2', 'US20170193526A1', 'US20180107836A1', 'US9921659B2', 'CN107077551B', 'US9848009B2', 'US9626677B2', 'US9450971B2', 'US9477826B2', 'US9621567B2', 'US9542541B1', 'US9838373B2', 'US20190347632A1', 'US9280652B1', 'JP6542324B2', 'US10037421B2']","
A method for confirming identity of a user of a mobile electronic device, the method including: receiving touch data from a touch-screen of the mobile electronic device; receiving acceleration data from an accelerometer of the mobile electronic device; correlating between the touch data and the acceleration data; based on the correlating, generating a user-specific trait indicative of said user. The method further includes storing a reference value of the user-specific trait, indicative of said user; in a subsequent usage session of the mobile electronic device, generating a current value of the user-specific trait correlating between touch data and acceleration data; and based on a comparison between the current value of the user-specific trait and the reference value of the user-specific trait, determining whether or not a current user of the mobile electronic device is an authorized user of the mobile electronic device.
",H04,2016,"
a method for confirming identity of a user of a mobile electronic device the method including: receiving touch data from a touch-screen of the mobile electronic device; receiving acceleration data from an accelerometer of the mobile electronic device; correlating between the touch data and the acceleration data; based on the correlating generating a user-specific trait indicative of said user the method further includes storing a reference value of the user-specific trait indicative of said user; in a subsequent usage session of the mobile electronic device generating a current value of the user-specific trait correlating between touch data and acceleration data; and based on a comparison between the current value of the user-specific trait and the reference value of the user-specific trait determining whether or not a current user of the mobile electronic device is an authorized user of the mobile electronic device
",1,H04_1,2,0.0,1.0,6.0
US9838373B2,43,"System, device, and method of detecting a remote access user ",2017-12-05,"['US10049209B2', 'US9071969B2', 'US20180039990A1', 'US10839065B2', 'US20190364019A1', 'AU2016315900B2', 'CN105229596B', 'US10686818B2', 'US10754935B2', 'US10579784B2', 'US10476873B2', 'US10356069B2', 'US9794228B2', 'CN104408341B', 'US10587601B2', 'CN106716958B', 'US9552470B2', 'US20190236250A1']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, and detecting a possible attacker. The methods include monitoring of user-side input-unit interactions, in general and in response to an interference introduced to user-interface elements. The monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script, as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account.
",H04,2017,"
devices systems and methods of detecting user identity differentiating between users of a computerized service and detecting a possible attacker the methods include monitoring of user-side input-unit interactions in general and in response to an interference introduced to user-interface elements the monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account
",1,H04_1,2,0.0,1.0,6.0
US9071969B2,44,"System, device, and method of detecting identity of a user of an electronic device ",2015-06-30,"['US9122456B2', 'US9531710B2', 'US9531733B2', 'US10032010B2', 'US9547766B2', 'US10164985B2', 'US20170270289A1', 'US10069852B2', 'US9418221B2', 'US20180107836A1', 'US9921659B2', 'CN104951681B', 'US10565569B2', 'US9848009B2', 'US9626677B2', 'US9450971B2', 'US10621585B2', 'US9477826B2', 'US9542541B1', 'US9838373B2', 'US20190347632A1', 'JP6542324B2', 'US10037421B2']","
A method for confirming identity of a user of a mobile electronic device, the method including: receiving touch data from a touch-screen of the mobile electronic device; receiving acceleration data from an accelerometer of the mobile electronic device; correlating between the touch data and the acceleration data; based on the correlating, generating a user-specific trait indicative of said user. The method further includes storing a reference value of the user-specific trait, indicative of said user; in a subsequent usage session of the mobile electronic device, generating a current value of the user-specific trait correlating between touch data and acceleration data; and based on a comparison between the current value of the user-specific trait and the reference value of the user-specific trait, determining whether or not a current user of the mobile electronic device is an authorized user of the mobile electronic device.
",H04,2015,"
a method for confirming identity of a user of a mobile electronic device the method including: receiving touch data from a touch-screen of the mobile electronic device; receiving acceleration data from an accelerometer of the mobile electronic device; correlating between the touch data and the acceleration data; based on the correlating generating a user-specific trait indicative of said user the method further includes storing a reference value of the user-specific trait indicative of said user; in a subsequent usage session of the mobile electronic device generating a current value of the user-specific trait correlating between touch data and acceleration data; and based on a comparison between the current value of the user-specific trait and the reference value of the user-specific trait determining whether or not a current user of the mobile electronic device is an authorized user of the mobile electronic device
",1,H04_1,2,0.0,1.0,6.0
US10586036B2,69,"System, device, and method of recovery and resetting of user authentication factor ",2020-03-10,"['US9207772B2', 'US10740758B2', 'US10567376B2', 'JP6820062B2', 'US20200327458A1', 'US20180160309A1', 'CN107077551B', 'US9703953B2', 'US9712558B2', 'US10735432B2', 'US9529987B2', 'CN106575401B', 'US10079853B2', 'US10157273B2', 'US9794228B2', 'US10200360B2', 'US10523680B2', 'US9838373B2', 'US10114935B2', 'US8806610B2', 'US10558792B2', 'JP6565230B2']","
Devices, systems, and methods of password recovery and password reset, as well as resetting or recovering other types of user-authentication factor. A system monitors and tracks user-interactions that are performed by a user of an electronic device or a computerized service. The system defines a user-specific task or challenge, in which the user is requested to enter a phrase or perform a task. A user-specific feature is extracted from the manner in which the user performs the task. Subsequently, that user-specific feature is utilized instead of a security question, in order to verify the identity of the user and to allow the user to perform password reset or to perform a reset of another user-authentication factor; by presenting to the user the same task or a similar task, and monitoring the manner in which the user performs the fresh task.
",G06,2020,"
devices systems and methods of password recovery and password reset as well as resetting or recovering other types of user-authentication factor a system monitors and tracks user-interactions that are performed by a user of an electronic device or a computerized service the system defines a user-specific task or challenge in which the user is requested to enter a phrase or perform a task a user-specific feature is extracted from the manner in which the user performs the task subsequently that user-specific feature is utilized instead of a security question in order to verify the identity of the user and to allow the user to perform password reset or to perform a reset of another user-authentication factor; by presenting to the user the same task or a similar task and monitoring the manner in which the user performs the fresh task
",1,G06_1,2,0.0,1.0,6.0
US10735432B2,88,Personalized inferred authentication for virtual assistance ,2020-08-04,"['US10505926B2', 'US10032010B2', 'US10164985B2', 'US10740758B2', 'US10009327B2', 'US9813454B2', 'US10586036B2', 'US20190363893A1', 'US10509907B2', 'US10257127B2', 'US9848009B2', 'US20170180332A1', 'JP2018033162A', 'US9455988B2', 'US10769635B2', 'JP2019061688A', 'US10032008B2', 'US10044761B2', 'US9794228B2', 'US20200257781A1', 'EP3198911B1', 'US10057227B1', 'KR20200092368A']","
Aspects of the technology described herein provide a mechanism for controlling access to secure computing resources based on inferred user authentication. A current user may be authenticated and access to secure computing resources permitted based on a determined probability that the current user is a legitimate user associated with the secure computing resource. Legitimacy of the current user may be inferred based on a comparison of user-related activity of the current user to a persona model, which may comprise behavior patterns, rules, or other information for identifying a legitimate user. If it is determined that the current user is likely legitimate, then access to secure information may be permitted. However, if it is determined that the current user is likely illegitimate, than a verification procedure may be provided to the current user, such as a temporal, dynamic security challenge based on recent activity conducted by the legitimate user.
",H04,2020,"
aspects of the technology described herein provide a mechanism for controlling access to secure computing resources based on inferred user authentication a current user may be authenticated and access to secure computing resources permitted based on a determined probability that the current user is a legitimate user associated with the secure computing resource legitimacy of the current user may be inferred based on a comparison of user-related activity of the current user to a persona model which may comprise behavior patterns rules or other information for identifying a legitimate user if it is determined that the current user is likely legitimate then access to secure information may be permitted however if it is determined that the current user is likely illegitimate than a verification procedure may be provided to the current user such as a temporal dynamic security challenge based on recent activity conducted by the legitimate user
",1,H04_1,2,0.0,1.0,6.0
US10164985B2,142,"Device, system, and method of recovery and resetting of user authentication factor ",2018-12-25,"['US9207772B2', 'US10740758B2', 'US10567376B2', 'JP6820062B2', 'KR101721032B1', 'US20200327458A1', 'US20180160309A1', 'CN107077551B', 'US9712558B2', 'US10735432B2', 'US9529987B2', 'CN106575401B', 'US10079853B2', 'US10157273B2', 'US10200360B2', 'US9838373B2', 'US10114935B2', 'US8806610B2', 'US10558792B2', 'CN104408341B']","
Devices, systems, and methods of password recovery and password reset, as well as resetting or recovering other types of user-authentication factor. A system monitors and tracks user-interactions that are performed by a user of an electronic device or a computerized service. The system defines a user-specific task or challenge, in which the user is requested to enter a phrase or perform a task. A user-specific feature is extracted from the manner in which the user performs the task. Subsequently, that user-specific feature is utilized instead of a security question, in order to verify the identity of the user and to allow the user to perform password reset or to perform a reset of another user-authentication factor; by presenting to the user the same task or a similar task, and monitoring the manner in which the user performs the fresh task.
",H04,2018,"
devices systems and methods of password recovery and password reset as well as resetting or recovering other types of user-authentication factor a system monitors and tracks user-interactions that are performed by a user of an electronic device or a computerized service the system defines a user-specific task or challenge in which the user is requested to enter a phrase or perform a task a user-specific feature is extracted from the manner in which the user performs the task subsequently that user-specific feature is utilized instead of a security question in order to verify the identity of the user and to allow the user to perform password reset or to perform a reset of another user-authentication factor; by presenting to the user the same task or a similar task and monitoring the manner in which the user performs the fresh task
",1,H04_1,2,0.0,1.0,6.0
US9477826B2,240,"Device, system, and method of detecting multiple users accessing the same account ",2016-10-25,"['US10230718B2', 'US10049209B2', 'US9071969B2', 'US10164985B2', 'US10839065B2', 'US20190364019A1', 'US10686818B2', 'AU2016315900B2', 'US10735432B2', 'US10754935B2', 'US10834090B2', 'RU2626337C1', 'US10558792B2', 'KR101721032B1', 'US20200327212A1', 'US9552470B2']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, and detecting a possible attacker. The methods include monitoring of user-side input-unit interactions, in general and in response to an interference introduced to user-interface elements. The monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script, as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account.
",G06,2016,"
devices systems and methods of detecting user identity differentiating between users of a computerized service and detecting a possible attacker the methods include monitoring of user-side input-unit interactions in general and in response to an interference introduced to user-interface elements the monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account
",1,G06_1,2,0.0,1.0,6.0
US10686818B2,268,Method and apparatus to detect non-human users on computer systems ,2020-06-16,"['AU2019210493B2', 'US10110619B2', 'US20170085587A1', 'US9547766B2', 'US9626677B2', 'US9690915B2', 'US10579784B2', 'US20200387588A1', 'US20180034850A1', 'US9213990B2', 'US9779423B2', 'JP6239808B1']","
Methods and systems for malicious non-human user detection on computing devices are described. The method includes collecting, by a processing device, raw data corresponding to a user action, converting, by the processing device, the raw data to features, wherein the features represent characteristics of a human user or a malicious code acting as if it were the human user, and comparing, by the processing device, at least one of the features against a corresponding portion of a characteristic model to differentiate the human user from the malicious code acting as if it were the human user.
",H04,2020,"
methods and systems for malicious non-human user detection on computing devices are described the method includes collecting by a processing device raw data corresponding to a user action converting by the processing device the raw data to features wherein the features represent characteristics of a human user or a malicious code acting as if it were the human user and comparing by the processing device at least one of the features against a corresponding portion of a characteristic model to differentiate the human user from the malicious code acting as if it were the human user
",1,H04_1,2,0.0,1.0,6.0
US9690915B2,270,"Device, method, and system of detecting remote access users and differentiating among users ",2017-06-27,"['US10164985B2', 'US9788203B2', 'US10586036B2', 'US20190373018A1', 'KR101721032B1', 'US10230718B2', 'US10049209B2', 'US10187408B1', 'US10754935B2', 'US10735432B2', 'US10834090B2', 'US20170201540A1', 'US20200045076A1', 'US20190236250A1', 'AU2016315900B2', 'US10686818B2', 'US10019744B2', 'US9071969B2', 'US10476873B2', 'US10558792B2']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, detecting a possible cyber-attacker, detecting a remote access user, and detecting an automated script or malware. The methods include monitoring of user-side input-unit interactions, in general and in response to an interference introduced to user-interface elements. The monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script, as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account.
",G06,2017,"
devices systems and methods of detecting user identity differentiating between users of a computerized service detecting a possible cyber-attacker detecting a remote access user and detecting an automated script or malware the methods include monitoring of user-side input-unit interactions in general and in response to an interference introduced to user-interface elements the monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account
",1,G06_1,2,0.0,1.0,6.0
US10685355B2,575,"Method, device, and system of detecting mule accounts and accounts used for money laundering ",2020-06-16,"['US10164985B2', 'US9788203B2', 'US10740758B2', 'US10586036B2', 'KR101721032B1', 'US10637853B2', 'JP6433978B2', 'US10735432B2', 'US10834090B2', 'US20180189475A1', 'US10769635B2', 'US10108791B1', 'JP6594542B2', 'US10686818B2', 'US9813446B2', 'US20200257781A1', 'US8528091B2', 'US20190364019A1', 'US10476873B2', 'US10356069B2', 'US10037421B2']","
Method, device, and system of detecting a mule bank account, or a bank account used for terror funding or money laundering. A method includes: monitoring interactions of a user with a computing device during online access with a banking account; and based on the monitoring, determining that the online banking account is utilized as a mule bank account to illegally receive and transfer money. The method takes into account one or more indicators, such as, utilization of a remote access channel, utilization of a virtual machine or a proxy server, unique behavior across multiple different account, temporal correlation among operations, detection of a set of operations that follow a pre-defined mule account playbook, detection of multiple incoming fund transfers from multiple countries that are followed by a single outgoing fund transfer to a different country, and other suitable indicators.
",G06,2020,"
method device and system of detecting a mule bank account or a bank account used for terror funding or money laundering a method includes: monitoring interactions of a user with a computing device during online access with a banking account; and based on the monitoring determining that the online banking account is utilized as a mule bank account to illegally receive and transfer money the method takes into account one or more indicators such as utilization of a remote access channel utilization of a virtual machine or a proxy server unique behavior across multiple different account temporal correlation among operations detection of a set of operations that follow a pre-defined mule account playbook detection of multiple incoming fund transfers from multiple countries that are followed by a single outgoing fund transfer to a different country and other suitable indicators
",1,G06_1,2,0.0,1.0,6.0
US10476873B2,577,"Device, system, and method of password-less user authentication and password-less detection of user identity ",2019-11-12,"['US9207772B2', 'US9531733B2', 'US9547766B2', 'US10579784B2', 'US20170193526A1', 'US10055560B2', 'US10565569B2', 'US9519769B2', 'US10685355B2', 'CN106575401B', 'US9779423B2', 'US8646060B1', 'US10298614B2', 'US9477826B2', 'US10200360B2', 'US9838373B2', 'CN104318138B', 'EP3100152B1', 'US10558792B2']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, and detecting possible attackers; as well as password-less user authentication, and password-less detection of user identity. A system or a computing device requires a user to perform a particular unique non-user-defined task, the task optionally being an on-screen connect-the-dots task. The system monitors user interactions, extracts user-specific features that characterizes the manner in which the user performs the tasks; and subsequently relies on such user-specific features as a means for user authentication, optionally without utilizing a password or passphrase. Optionally, a user interface anomaly or interference is intentionally introduced in order to elicit the user to perform corrective gestures, which are optionally used for extraction of additional user-specific features.
",H04,2019,"
devices systems and methods of detecting user identity differentiating between users of a computerized service and detecting possible attackers; as well as password-less user authentication and password-less detection of user identity a system or a computing device requires a user to perform a particular unique non-user-defined task the task optionally being an on-screen connect-the-dots task the system monitors user interactions extracts user-specific features that characterizes the manner in which the user performs the tasks; and subsequently relies on such user-specific features as a means for user authentication optionally without utilizing a password or passphrase optionally a user interface anomaly or interference is intentionally introduced in order to elicit the user to perform corrective gestures which are optionally used for extraction of additional user-specific features
",1,H04_1,2,0.0,1.0,6.0
US10037421B2,578,"Device, system, and method of three-dimensional spatial user authentication ",2018-07-31,"['US9531733B2', 'US10740758B2', 'US10567376B2', 'US10735196B2', 'US9208492B2', 'US20200327458A1', 'EP2733635B1', 'US20160269411A1', 'US10735432B2', 'US9529987B2', 'CN106575401B', 'EP3108397B1', 'US9621567B2', 'US9794228B2', 'US9526006B2', 'US10200360B2', 'US9838373B2', 'US9071969B2', 'US8856543B2', 'US10558792B2', 'CN104408341B', 'US10728761B2', 'CN103797752B']","
Devices, systems, and methods of user authentication. A system includes a spatial challenge unit to distinguish between a human user and a non-human user. The spatial challenge unit requires the user to perform one or more spatial operations that modify the spatial properties of an electronic device operated by the user. Correct performance of the required spatial operations, indicates that the user is human. The system also includes a spatial password unit, which tracks a manner in which a human user handles the electronic device while the user enters a password; and then utilizes this user-specific manner for user authentication, by checking whether a manner in which the user enters his password matches a reference manner of password entry or a historical manner of password entry. The system also utilizes sequence of spatial operations or spatial gestures, as a pure spatial password or purely-spatial user-authentication factor.
",G06,2018,"
devices systems and methods of user authentication a system includes a spatial challenge unit to distinguish between a human user and a non-human user the spatial challenge unit requires the user to perform one or more spatial operations that modify the spatial properties of an electronic device operated by the user correct performance of the required spatial operations indicates that the user is human the system also includes a spatial password unit which tracks a manner in which a human user handles the electronic device while the user enters a password; and then utilizes this user-specific manner for user authentication by checking whether a manner in which the user enters his password matches a reference manner of password entry or a historical manner of password entry the system also utilizes sequence of spatial operations or spatial gestures as a pure spatial password or purely-spatial user-authentication factor
",1,G06_1,2,0.0,1.0,6.0
US9552470B2,600,"Method, device, and system of generating fraud-alerts for cyber-attacks ",2017-01-24,"['US9531733B2', 'US10044730B1', 'US9547766B2', 'US20200396237A1', 'US10474815B2', 'US9971891B2', 'AU2019219712B9', 'US10749887B2', 'US10055560B2', 'US9027134B2', 'US10187408B1', 'US9690915B2', 'US9621570B2', 'US10230746B2', 'US9477826B2', 'US9621566B2', 'US10182031B2', 'US10749884B2', 'US20200304522A1', 'US10728761B2', 'US10192051B2']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, and detecting a cyber-attacker. An end-user device (a desktop computer, a laptop computer, a smartphone, a tablet, or the like) interacts and communicates with a server of a computerized server (a banking website, an electronic commerce website, or the like). The interactions are monitored, tracked and logged. User Interface (UI) interferences are intentionally introduced to the communication session; and the server tracks the response or the reaction of the end-user to such communication interferences. The system determines whether the user is a legitimate human user; or a cyber-attacker posing as the legitimate human user. The system displays gauges indicating cyber fraud scores or cyber-attack threat-levels. The system extrapolates from observed fraud incidents and utilizes a rules engine to automatically search for similar fraud events and to automatically detect fraud events or cyber-attackers.
",G06,2017,"
devices systems and methods of detecting user identity differentiating between users of a computerized service and detecting a cyber-attacker an end-user device (a desktop computer a laptop computer a smartphone a tablet or the like) interacts and communicates with a server of a computerized server (a banking website an electronic commerce website or the like) the interactions are monitored tracked and logged user interface (ui) interferences are intentionally introduced to the communication session; and the server tracks the response or the reaction of the end-user to such communication interferences the system determines whether the user is a legitimate human user; or a cyber-attacker posing as the legitimate human user the system displays gauges indicating cyber fraud scores or cyber-attack threat-levels the system extrapolates from observed fraud incidents and utilizes a rules engine to automatically search for similar fraud events and to automatically detect fraud events or cyber-attackers
",1,G06_1,2,0.0,1.0,6.0
US9531733B2,710,"Device, system, and method of detecting a remote access user ",2016-12-27,"['US10230718B2', 'US10049209B2', 'US9071969B2', 'US10164985B2', 'US10839065B2', 'US10754935B2', 'AU2016315900B2', 'US10735432B2', 'US10686818B2', 'US10834090B2', 'RU2626337C1', 'US10558792B2', 'KR101721032B1', 'US20200327212A1', 'US9552470B2', 'US20190236250A1']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, and detecting a possible attacker. The methods include monitoring of user-side input-unit interactions, in general and in response to an interference introduced to user-interface elements. The monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script, as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account.
",H04,2016,"
devices systems and methods of detecting user identity differentiating between users of a computerized service and detecting a possible attacker the methods include monitoring of user-side input-unit interactions in general and in response to an interference introduced to user-interface elements the monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account
",1,H04_1,2,0.0,1.0,6.0
US9621567B2,843,"Device, system, and method of detecting hardware components ",2017-04-11,"['US10230718B2', 'US10049209B2', 'US9071969B2', 'US10164985B2', 'US10839065B2', 'US20190364019A1', 'US10686818B2', 'AU2016315900B2', 'US10735432B2', 'US10754935B2', 'US10834090B2', 'US10558792B2', 'KR101721032B1', 'US20200327212A1', 'US9552470B2']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, and detecting a possible attacker. The methods include monitoring of user-side input-unit interactions, in general and in response to an interference introduced to user-interface elements. The monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script, as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account.
",H04,2017,"
devices systems and methods of detecting user identity differentiating between users of a computerized service and detecting a possible attacker the methods include monitoring of user-side input-unit interactions in general and in response to an interference introduced to user-interface elements the monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account
",1,H04_1,2,0.0,1.0,6.0
US9450971B2,1445,"Device, system, and method of visual login and stochastic cryptography ",2016-09-20,"['US10230718B2', 'US10049209B2', 'US9071969B2', 'US10164985B2', 'US10839065B2', 'US10754935B2', 'AU2016315900B2', 'US10735432B2', 'US10686818B2', 'US10834090B2', 'RU2626337C1', 'US10558792B2', 'KR101721032B1', 'US20200327212A1', 'US9552470B2', 'US20190236250A1']","
Devices, systems, and methods of detecting user identity, differentiating between users of a computerized service, and detecting a possible attacker. The methods include monitoring of user-side input-unit interactions, in general and in response to an interference introduced to user-interface elements. The monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script, as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account.
",H04,2016,"
devices systems and methods of detecting user identity differentiating between users of a computerized service and detecting a possible attacker the methods include monitoring of user-side input-unit interactions in general and in response to an interference introduced to user-interface elements the monitored interactions are used for detecting an attacker that utilizes a remote access channel; for detecting a malicious automatic script as well as malicious code injection; to identify a particular hardware assembly; to perform user segmentation or user characterization; to enable a visual login process with implicit two-factor authentication; to enable stochastic cryptography; and to detect that multiple users are utilizing the same subscription account
",1,H04_1,2,0.0,1.0,6.0
