code,Unnamed: 0,title,pub_date,citations,abstract,class,year,abstract_processed,topic,class_topic,core,louvain,LCcore
US9087215B2,1458,Dynamic de-identification and anonymity ,2015-07-21,"['US10574540B2', 'US20150310188A1', 'CN102301376B', 'US10719625B2', 'US20200313889A1', 'JP4292199B2', 'US10789373B2', 'US10509907B2', 'US10764254B2', 'US10904261B2', 'US20190342344A1']","
Various systems, computer-readable media, and computer-implemented methods of providing improved data privacy, anonymity and security by enabling subjects to which data pertains to remain dynamically anonymous, i.e., anonymous for as long as is desiredand to the extent that is desiredare disclosed herein. Embodiments include systems that create, access, use, store and/or erase data with increased privacy, anonymity and security, thereby facilitating the availability of more qualified and accurate information. When data is authorized by subjects to be shared with third parties, embodiments may facilitate sharing information in a dynamically controlled manner that enables delivery of temporally-, geographically-, and/or purpose-limited information to the receiving party. In one example, anonymity measurement scores may be calculated for the shared data elements so that a level of consent/involvement required by the Data Subject before sharing the relevant data elements to third parties may be specified.
",G06,2015,"
various systems computer-readable media and computer-implemented methods of providing improved data privacy anonymity and security by enabling subjects to which data pertains to remain dynamically anonymous ie anonymous for as long as is desiredand to the extent that is desiredare disclosed herein embodiments include systems that create access use store and/or erase data with increased privacy anonymity and security thereby facilitating the availability of more qualified and accurate information when data is authorized by subjects to be shared with third parties embodiments may facilitate sharing information in a dynamically controlled manner that enables delivery of temporally- geographically- and/or purpose-limited information to the receiving party in one example anonymity measurement scores may be calculated for the shared data elements so that a level of consent/involvement required by the data subject before sharing the relevant data elements to third parties may be specified
",4,G06_4,2,1.0,6.0
US10013566B2,1469,System and method for managing collaboration in a networked secure exchange environment ,2018-07-03,"['US20130179982A1', 'US9720915B2', 'US10114964B2', 'US20190156058A1', 'US10204154B2', 'US10216919B2', 'US20070220016A1', 'US9507793B2', 'US10803097B2', 'US9015196B2', 'US20180232526A1', 'US20160335451A1', 'US10904261B2', 'US10824757B2', 'GB2570598A', 'US20180307381A1', 'US20180203831A1', 'US10043035B2', 'US20190230073A1', 'US10438016B2', 'US10705801B2', 'US20160042192A1']","
In embodiments of the present invention improved capabilities are described for securely viewing computer data content, such as documents, presentations, spreadsheets, emails, blog entries, texts, and the like, wherein a secure exchange server is controlled by an intermediate business entity, and access to retention restricted computer data content is granted to a user of a second business entity when the secure exchange server receives appropriate login authentication data, wherein the retention restricted computer data content is accessible to the at least one user of the second business entity as limited by the content retention restriction, which is provided by a user of a third business entity.
",G06,2018,"
in embodiments of the present invention improved capabilities are described for securely viewing computer data content such as documents presentations spreadsheets emails blog entries texts and the like wherein a secure exchange server is controlled by an intermediate business entity and access to retention restricted computer data content is granted to a user of a second business entity when the secure exchange server receives appropriate login authentication data wherein the retention restricted computer data content is accessible to the at least one user of the second business entity as limited by the content retention restriction which is provided by a user of a third business entity
",1,G06_1,2,1.0,6.0
US8843997B1,1821,Resilient trust network services ,2014-09-23,"['US9621357B2', 'US10509907B2', 'US10764254B2', 'US20190207951A1', 'US10701054B2', 'US20170186123A1', 'US10135802B2', 'EP3063691B1', 'US10108794B2', 'US9361481B2', 'US20190267119A1', 'CA2929269C', 'US20180019990A1', 'US10904261B2', 'US10469503B1', 'US20180060496A1', 'US10110584B1', 'US10043035B2', 'US20190258616A1']","
A Resilient Trust Network (RTN) is a set of servers that provide: an application integration platform for developing and publishing services and user interface for services, building derived services, subscribing to services, and embedding services into host applications, and building composite applications composed from multiple diverse services. The RST can also provide a platform for defining security requirements and accessing shared trust services that implement those requirements for services regardless of where or how those services are used.
",H04,2014,"
a resilient trust network (rtn) is a set of servers that provide: an application integration platform for developing and publishing services and user interface for services building derived services subscribing to services and embedding services into host applications and building composite applications composed from multiple diverse services the rst can also provide a platform for defining security requirements and accessing shared trust services that implement those requirements for services regardless of where or how those services are used
",5,H04_5,2,1.0,6.0
US20170277773A1,3281,Systems and methods for secure storage of user information in a user profile ,2017-09-28,"['US20190199529A1', 'EP2963578B1', 'US9762553B2', 'US10356095B2', 'US10764254B2', 'US10372733B2', 'US10740487B2', 'US20190087792A1', 'US10013566B2', 'US10020942B2', 'US10678945B2', 'US10020935B1', 'US10089246B1', 'US9087215B2', 'US9129133B2', 'US10164952B2', 'US20190013934A1', 'JP2019516154A', 'US9923927B1', 'CA2899996C', 'US9825925B2', 'JP6476339B2', 'US9514327B2', 'US10572684B2']","
A system for storing and managing credentials and encryption keys, includes: a first data store and a second data store; a client device configured to transmit a request to retrieve user data stored in the first data store; a secure key platform configured to: store user credentials and data store credentials in the second data store separate from the user data stored in the first data store; receive, from the client device, the request to retrieve user data stored in the first data store; retrieve, from the second data store, user credentials associated with a user of the client device and data store credentials associated with the first data store in response to the request to retrieve user data; use the user credentials of the user of the client device and data store credentials of the first data store to retrieve user data from the first data store; and provide the user data to the client device.
",G06,2017,"
a system for storing and managing credentials and encryption keys includes: a first data store and a second data store; a client device configured to transmit a request to retrieve user data stored in the first data store; a secure key platform configured to: store user credentials and data store credentials in the second data store separate from the user data stored in the first data store; receive from the client device the request to retrieve user data stored in the first data store; retrieve from the second data store user credentials associated with a user of the client device and data store credentials associated with the first data store in response to the request to retrieve user data; use the user credentials of the user of the client device and data store credentials of the first data store to retrieve user data from the first data store; and provide the user data to the client device
",4,G06_4,2,1.0,6.0
US20170277775A1,3366,Systems and methods for secure storage of user information in a user profile ,2017-09-28,"['US20190199529A1', 'US10692054B2', 'US9608809B1', 'US9762553B2', 'US10356095B2', 'US10764254B2', 'US9608980B2', 'US10372733B2', 'US10013566B2', 'US10020942B2', 'US9361481B2', 'CA2929269C', 'US10164952B2', 'US20190013934A1', 'JP2019516154A', 'US9923927B1', 'US9825925B2', 'US10043035B2', 'JP6476339B2', 'US9514327B2', 'US10572684B2', 'US20180046801A1', 'US9590989B2']","
A method for authenticated communications between devices, includes: establishing communications for data streaming between a first device and a second device; establishing a shared key; exchanging the shared key between the first device and the second device; encrypting a dataset by the first device using the shared key; decrypting the dataset by the second device using the shared key; evaluating key regeneration criteria to determine whether the shared key should be regenerated; in response to determining that the shared key should be regenerated, generating a new shared key, and encrypting a next dataset by the first device using the new shared key.
",G06,2017,"
a method for authenticated communications between devices includes: establishing communications for data streaming between a first device and a second device; establishing a shared key; exchanging the shared key between the first device and the second device; encrypting a dataset by the first device using the shared key; decrypting the dataset by the second device using the shared key; evaluating key regeneration criteria to determine whether the shared key should be regenerated; in response to determining that the shared key should be regenerated generating a new shared key and encrypting a next dataset by the first device using the new shared key
",4,G06_4,2,1.0,6.0
US20170277774A1,3907,Systems and methods for secure storage of user information in a user profile ,2017-09-28,"['US20190199529A1', 'EP2963578B1', 'US9762553B2', 'US10356095B2', 'US10764254B2', 'US10372733B2', 'US10013566B2', 'US10020942B2', 'US10678945B2', 'US10020935B1', 'US9361481B2', 'US9087215B2', 'US9129133B2', 'US10164952B2', 'US20190013934A1', 'JP2019516154A', 'US9923927B1', 'US9825925B2', 'US10043035B2', 'JP6476339B2', 'US9514327B2', 'US10572684B2', 'US9590989B2']","
A method for storing a first data object, includes: on a client device, decomposing the first data object into a first fragment associated with a first original record locator and a second fragment associated with a second original record locator; on the client device, obfuscating the first original record locator to generate a first obfuscated record locator and the second original record locator to generate a second obfuscated record locator; on the client device, encrypting the first fragment using a first encryption key and the second fragment using a second encryption key; and storing, to at least a first of a plurality of storage locations, the first encrypted fragment with the corresponding first obfuscated record locator and the second encrypted fragment with the second obfuscated record locator.
",G06,2017,"
a method for storing a first data object includes: on a client device decomposing the first data object into a first fragment associated with a first original record locator and a second fragment associated with a second original record locator; on the client device obfuscating the first original record locator to generate a first obfuscated record locator and the second original record locator to generate a second obfuscated record locator; on the client device encrypting the first fragment using a first encryption key and the second fragment using a second encryption key; and storing to at least a first of a plurality of storage locations the first encrypted fragment with the corresponding first obfuscated record locator and the second encrypted fragment with the second obfuscated record locator
",6,G06_6,2,1.0,6.0
US20190342096A1,4467,Online identity and credential verification systems and methods protecting user data ,2019-11-07,"['US10348726B2', 'US9129133B2', 'US9900309B2', 'US10419218B2', 'US9087215B2', 'US10685526B2', 'US10769635B2', 'US9361481B2', 'US20190207951A1', 'US10637853B2', 'US10509907B2', 'US10237070B2', 'US9923927B1', 'US10110584B1', 'US20190253404A1', 'US10091195B2', 'US10356069B2', 'US10043035B2', 'US10108794B2', 'US10572684B2', 'EP3257222B1', 'JP6649888B2', 'US10469503B1', 'JP6606156B2', 'US10135802B2']","
Systems and methods include receiving a request from a Relying Party to verify an attribute that is one or more of an identity and a credential of a user; notifying the user of the request and receiving self-asserted attributes by the user; obtaining Attribute Provider attributes from an Attribute Provider based on the self-asserted attributes; determining an answer to the request based on the self-asserted attributes and the Attribute Provider attributes; and providing the answer to the Relying Party. The systems and methods can further include receiving a response from the user including how much data to release to the Relying Party, wherein the answer is constrained based on the response to one of a yes/no answer, a range, and a detailed response.
",G06,2019,"
systems and methods include receiving a request from a relying party to verify an attribute that is one or more of an identity and a credential of a user; notifying the user of the request and receiving self-asserted attributes by the user; obtaining attribute provider attributes from an attribute provider based on the self-asserted attributes; determining an answer to the request based on the self-asserted attributes and the attribute provider attributes; and providing the answer to the relying party the systems and methods can further include receiving a response from the user including how much data to release to the relying party wherein the answer is constrained based on the response to one of a yes/no answer a range and a detailed response
",4,G06_4,2,1.0,6.0
KR20190029509A,5007,System and method for securely storing user information in a user profile ,2019-03-20,"['US9762553B2', 'US10692054B2', 'EP3427179B1', 'US10454683B2', 'US10789373B2', 'US10705801B2', 'US9361481B2', 'US9590971B2', 'US20180336264A1', 'US10454970B2', 'JP6476339B2', 'US10089246B1', 'US10326775B2', 'US10356095B2', 'US10764254B2', 'US9749140B2', 'US20190013934A1', 'JP6542962B2', 'US10572684B2', 'US10013566B2', 'US10356094B2']","
A method for storing a first data object comprises: decomposing, at a client device, the first data object into a first fragment associated with a first original record locator and a second fragment associated with a second original record locator; Obfuscating the first original record locator to generate a first obfuscated record locator and obfuscating the second original record locator to generate a second obfuscated record locator; Encrypting the first fragment using a first encryption key and the second fragment using a second encryption key in the client device; And storing the second encrypted fragment with the first encrypted fragment and the second obfuscated record locator together with the corresponding first obfuscated record locator in at least a first storage location of the plurality of storage locations .

 

",G06,2019,"
a method for storing a first data object comprises: decomposing at a client device the first data object into a first fragment associated with a first original record locator and a second fragment associated with a second original record locator; obfuscating the first original record locator to generate a first obfuscated record locator and obfuscating the second original record locator to generate a second obfuscated record locator; encrypting the first fragment using a first encryption key and the second fragment using a second encryption key in the client device; and storing the second encrypted fragment with the first encrypted fragment and the second obfuscated record locator together with the corresponding first obfuscated record locator in at least a first storage location of the plurality of storage locations 

 

",6,G06_6,2,1.0,6.0
US20190356672A1,5603,Controlling access to secured data via timed filtering of data ,2019-11-21,"['US10242228B2', 'US9129133B2', 'US10867007B2', 'US9087215B2', 'US10289870B2', 'US10565641B2', 'US9361481B2', 'US9767309B1', 'US10289866B2', 'US20190268343A1', 'US9069976B2', 'AU2014308610B2', 'US10032172B2', 'US10043035B2', 'US10452866B2', 'US10108794B2', 'US10467430B1', 'US10572684B2', 'CN104580344B', 'US10318761B2', 'US10776515B2', 'US10121115B2', 'US10135802B2']","
According to certain implementations, an access control system controls access to secured data that is stored on a secured source. A requestor system may request information representing the secured data. The access control system receives the secured data from the secured source, and selects a portion of the secured data based on a lens including a filter criteria or a modification instruction. Adjusted data may be generated based on a modification of the selected portion of data, where the modification is based on the lens. The access control system provides the adjusted data to the requestor system via an access interface. In some cases, upon completion of a time period, the access control system prevents the requestor system from accessing the adjusted data, by disabling the access interface used to access the adjusted data. The adjusted data may be deleted from the access control system.
",H04,2019,"
according to certain implementations an access control system controls access to secured data that is stored on a secured source a requestor system may request information representing the secured data the access control system receives the secured data from the secured source and selects a portion of the secured data based on a lens including a filter criteria or a modification instruction adjusted data may be generated based on a modification of the selected portion of data where the modification is based on the lens the access control system provides the adjusted data to the requestor system via an access interface in some cases upon completion of a time period the access control system prevents the requestor system from accessing the adjusted data by disabling the access interface used to access the adjusted data the adjusted data may be deleted from the access control system
",4,H04_4,2,1.0,6.0
WO2018232021A2,7370,Systems and methods for secure storage of user information in a user profile ,2018-12-20,"['US9762553B2', 'US10372733B2', 'US10020942B2', 'US9514327B2', 'JP6518844B1', 'US9361481B2', 'JP6476339B2', 'US20190199529A1', 'US10089246B1', 'US10020935B1', 'CA2899996C', 'US10356095B2', 'US10764254B2', 'US20180032446A1', 'US9923927B1', 'US9590989B2', 'US9825925B2', 'US10326776B2', 'US20190013934A1', 'US10164952B2', 'US10043035B2', 'US10572684B2', 'US9449187B2', 'US10013566B2']","
A system for storing and managing credentials and encryption keys, includes: a client device configured to transmit a request to retrieve user data stored in a first data store; a secure key platform configured to: store user credentials and data store credentials in a second data store separate from the user data stored in the first data store; receive the request to retrieve user data stored in the first data store; retrieve, from the second data store, user credentials associated with a user of the client device and data store credentials associated with the first data store in response to the request to retrieve user data; use the user credentials of the user of the client device and data store credentials of the first data store to retrieve user data from the first data store; and provide the user data to the client device.
",H04,2018,"
a system for storing and managing credentials and encryption keys includes: a client device configured to transmit a request to retrieve user data stored in a first data store; a secure key platform configured to: store user credentials and data store credentials in a second data store separate from the user data stored in the first data store; receive the request to retrieve user data stored in the first data store; retrieve from the second data store user credentials associated with a user of the client device and data store credentials associated with the first data store in response to the request to retrieve user data; use the user credentials of the user of the client device and data store credentials of the first data store to retrieve user data from the first data store; and provide the user data to the client device
",4,H04_4,2,1.0,6.0
US10270744B2,9,Behavior analysis based DNS tunneling detection and classification framework for network security ,2019-04-23,"['US20190385167A1', 'US9560072B1', 'JP6006788B2', 'US10218740B1', 'US9369479B2', 'US10728263B1', 'US10200384B1', 'US10721243B2', 'US9531738B2', 'US9838407B1', 'US10469514B2', 'US20200287925A1']","
New and improved techniques for a behavior analysis based DNS tunneling detection and classification framework for network security are disclosed. In some embodiments, a platform implementing an analytics framework for DNS security is provided for facilitating DNS tunneling detection. For example, an online platform can implement an analytics framework for DNS security based on passive DNS traffic analysis.
",H04,2019,"
new and improved techniques for a behavior analysis based dns tunneling detection and classification framework for network security are disclosed in some embodiments a platform implementing an analytics framework for dns security is provided for facilitating dns tunneling detection for example an online platform can implement an analytics framework for dns security based on passive dns traffic analysis
",5,H04_5,2,2.0,7.0
US9973519B2,82,Protecting a server computer by detecting the identity of a browser on a client computer ,2018-05-15,"['US10708287B2', 'US10848517B1', 'US10567419B2', 'US10482260B1', 'US10187408B1', 'US9712560B2', 'US10762206B2', 'US9876753B1', 'US9954841B2', 'US9582668B2', 'US9990507B2', 'US9942250B2', 'US20190140835A1', 'EP3295359B1', 'US9509714B2', 'US9032085B1']","
A computer-implemented method for identifying abnormal computer behavior includes receiving, at a computer server subsystem, data that characterizes subsets of particular document object models for web pages rendered by particular client computers; identifying clusters from the data that characterize the subsets of the particular document object models; and using the clusters to identify alien content on the particular client computers, wherein the alien content comprises content in the document object models that is not the result of content that is the basis of the document object model served.
",H04,2018,"
a computer-implemented method for identifying abnormal computer behavior includes receiving at a computer server subsystem data that characterizes subsets of particular document object models for web pages rendered by particular client computers; identifying clusters from the data that characterize the subsets of the particular document object models; and using the clusters to identify alien content on the particular client computers wherein the alien content comprises content in the document object models that is not the result of content that is the basis of the document object model served
",6,H04_6,2,2.0,7.0
US10193909B2,147,Using instrumentation code to detect bots or malware ,2019-01-29,"['US9971891B2', 'US9876753B1', 'US10853443B2', 'US9832213B2', 'US10187408B1', 'EP3368973B1', 'US20190354709A1', 'US8850219B2', 'US10608983B2', 'US10628582B2', 'US9032085B1', 'US10848517B1', 'US9531744B2', 'US9954841B2', 'US10708287B2', 'US8984630B2', 'EP3017393B1', 'US10855798B2', 'US9942250B2', 'US20190140835A1', 'US10454948B2']","
Techniques are provided for using instrumentation code to detect bots or malware. Data corresponding to requests from a plurality of client devices for a web resource comprising web code is obtained. The web resource is hosted by a first web server system. For a first client device of the plurality of client devices, instrumentation code is served. The instrumentation code is configured to execute on the first client device to monitor execution of the web code of the web resource at the first client device. One or more responses generated by the instrumentation code at the first client device are received from the first client device. The one or more responses are based one or more interactions with the web code at the first client device.
",G06,2019,"
techniques are provided for using instrumentation code to detect bots or malware data corresponding to requests from a plurality of client devices for a web resource comprising web code is obtained the web resource is hosted by a first web server system for a first client device of the plurality of client devices instrumentation code is served the instrumentation code is configured to execute on the first client device to monitor execution of the web code of the web resource at the first client device one or more responses generated by the instrumentation code at the first client device are received from the first client device the one or more responses are based one or more interactions with the web code at the first client device
",4,G06_4,2,2.0,7.0
US10708287B2,165,Analyzing client application behavior to detect anomalies and prevent access ,2020-07-07,"['US9178852B2', 'US20180139180A1', 'US9971891B2', 'US20190373018A1', 'US20170206349A1', 'EP3295359B1', 'US10567386B2', 'US9973519B2', 'US10205742B2', 'US9659175B2', 'US10326790B2', 'CN107209830B', 'US9954841B2', 'US10367903B2', 'US10834082B2', 'US10834051B2', 'US20190364019A1', 'US20170243003A1', 'US10333924B2', 'EP3183666B1', 'USRE46158E1']","
A client device accesses content and performs actions at a remote application server via a user-agent application. The application server directs the user-agent application to a security verification system to retrieve and perform security tests. The security verification system receives information from the user-agent application describing characteristics of the user-agent application, and the security verification system selects a set of security tests to be performed by a security module executing in the user-agent application to verify that the user-agent application is accessing the application server consistent with the described user-agent application. The security verification system compares a set of test results with other user-agent applications and provides a token to the user-agent application to access the application server. The security module may also monitor and actions on the user-agent application to permit the security verification system to revise or revoke the token.
",H04,2020,"
a client device accesses content and performs actions at a remote application server via a user-agent application the application server directs the user-agent application to a security verification system to retrieve and perform security tests the security verification system receives information from the user-agent application describing characteristics of the user-agent application and the security verification system selects a set of security tests to be performed by a security module executing in the user-agent application to verify that the user-agent application is accessing the application server consistent with the described user-agent application the security verification system compares a set of test results with other user-agent applications and provides a token to the user-agent application to access the application server the security module may also monitor and actions on the user-agent application to permit the security verification system to revise or revoke the token
",5,H04_5,2,2.0,7.0
US9888024B2,178,Detection of security incidents with low confidence security events ,2018-02-06,"['US10587640B2', 'US9832217B2', 'US9912638B2', 'US10121000B1', 'US10902117B1', 'CA2926579C', 'US9832214B2', 'US20190260779A1', 'EP3009949B1', 'US10554687B1', 'US9178906B1', 'US20190215335A1', 'US9800606B1', 'US9401924B2', 'US8701190B1', 'US10264104B2', 'US10148685B2', 'US10326778B2', 'US10735458B1', 'US10467411B1', 'US9311476B2', 'EP2892197B1', 'US20160308910A1', 'US9021595B2', 'US10176321B2']","
Techniques are disclosed for detecting security incidents based on low confidence security events. A security management server aggregates a collection of security events received from logs from one or more devices. The security management server evaluates the collection of security events based on a confidence score assigned to each distinct type of security event. Each confidence score indicates a likelihood that a security incident has occurred. The security management server determines, based on the confidence scores, at least one threshold for determining when to report an occurrence of a security incident from the collection of security events. Upon determining that at least one security event of the collection has crossed the at least one threshold, the security management server reports the occurrence of the security incident to an analyst.
",H04,2018,"
techniques are disclosed for detecting security incidents based on low confidence security events a security management server aggregates a collection of security events received from logs from one or more devices the security management server evaluates the collection of security events based on a confidence score assigned to each distinct type of security event each confidence score indicates a likelihood that a security incident has occurred the security management server determines based on the confidence scores at least one threshold for determining when to report an occurrence of a security incident from the collection of security events upon determining that at least one security event of the collection has crossed the at least one threshold the security management server reports the occurrence of the security incident to an analyst
",5,H04_5,2,2.0,7.0
US10735458B1,214,Detection center to detect targeted malware ,2020-08-04,"['US10445502B1', 'US10728263B1', 'AU2018217323B2', 'US10397246B2', 'US9635052B2', 'EP2953298B1', 'US9888024B2', 'US10673884B2', 'US10713362B1', 'US9838407B1', 'US20190215335A1', 'US10581898B1', 'US9501639B2', 'US20190260785A1', 'US10805321B2', 'US9906554B2', 'US10326778B2', 'US10637880B1', 'US9241010B1', 'US10270798B2']","
A computerized method is described that is adapted to compare extracted features of a received object under analysis with one or more features associated with each known malicious object of a plurality of known malicious objects accessible to the one or more servers. Responsive to determining that the extracted features satisfy a prescribed level of correlation with the one or more features of a first known malicious object of the plurality of known malicious objects, identifying the received object as a malicious object. Also, responsive to determining that the extracted features fail to satisfy the prescribed level of correlation, conducting a second analysis that includes a comparison of the extracted features to the one or more features associated with each of the plurality of known malicious objects being of a type of malware other than malware targeting a specific entity.
",H04,2020,"
a computerized method is described that is adapted to compare extracted features of a received object under analysis with one or more features associated with each known malicious object of a plurality of known malicious objects accessible to the one or more servers responsive to determining that the extracted features satisfy a prescribed level of correlation with the one or more features of a first known malicious object of the plurality of known malicious objects identifying the received object as a malicious object also responsive to determining that the extracted features fail to satisfy the prescribed level of correlation conducting a second analysis that includes a comparison of the extracted features to the one or more features associated with each of the plurality of known malicious objects being of a type of malware other than malware targeting a specific entity
",6,H04_6,2,2.0,7.0
US8418249B1,254,"Class discovery for automated discovery, attribution, analysis, and risk assessment of security threats ",2013-04-09,"['US10587640B2', 'US10270744B2', 'US10218740B1', 'US9888024B2', 'US9369479B2', 'US10326778B2', 'US20190260779A1', 'US9288220B2', 'US10728263B1', 'US10397246B2', 'EP3272096B1', 'US9171151B2', 'US10721243B2']","
A method for profiling network traffic of a network. The method includes obtaining a signature library comprising a plurality of signatures corresponding to a plurality of behavioral models, generating, based on a first pre-determined criterion, a group behavioral model associated with the signature library, wherein the group behavioral model represents a common behavior of a plurality of historical flows identified from the network traffic, wherein each of the plurality of signatures correlates to a subset of the plurality of historical flows, selecting a flow in the network traffic for including in a target flow set, wherein the flow matches the group behavioral model without matching any of the plurality of behavioral models, analyzing the target flow set to generate a new signature, and adding the new signature to the signature library. Further, each behavioral model is generated from a kernel constructed using boosting of decision tree learning methods.
",H04,2013,"
a method for profiling network traffic of a network the method includes obtaining a signature library comprising a plurality of signatures corresponding to a plurality of behavioral models generating based on a first pre-determined criterion a group behavioral model associated with the signature library wherein the group behavioral model represents a common behavior of a plurality of historical flows identified from the network traffic wherein each of the plurality of signatures correlates to a subset of the plurality of historical flows selecting a flow in the network traffic for including in a target flow set wherein the flow matches the group behavioral model without matching any of the plurality of behavioral models analyzing the target flow set to generate a new signature and adding the new signature to the signature library further each behavioral model is generated from a kernel constructed using boosting of decision tree learning methods
",0,H04_0,2,2.0,7.0
US9369479B2,325,Detection of malware beaconing activities ,2016-06-14,"['US10587640B2', 'US10193929B2', 'US10193920B2', 'US10728263B1', 'US9832213B2', 'US9503468B1', 'US10505900B2', 'US10270744B2', 'US9762543B2', 'US10348771B2', 'US10530796B2', 'US10237283B2', 'US10469514B2', 'US10848517B1', 'US9306964B2', 'US10326778B2', 'AU2014244137B2', 'US9942250B2', 'US9838407B1', 'US20190087495A1', 'US20200287925A1']","
Malware beaconing activity detection is disclosed, including: monitoring a plurality of conversations between an internal device and one or more external destinations; extracting feature sets based at least in part on the plurality of conversations; and determining that a conversation of the plurality of conversations is anomalous based at least in part on the extracted feature sets.
",H04,2016,"
malware beaconing activity detection is disclosed including: monitoring a plurality of conversations between an internal device and one or more external destinations; extracting feature sets based at least in part on the plurality of conversations; and determining that a conversation of the plurality of conversations is anomalous based at least in part on the extracted feature sets
",5,H04_5,2,2.0,7.0
US10095866B2,410,System and method for threat risk scoring of security threats ,2018-10-09,"['US9769204B2', 'US9680849B2', 'US9973531B1', 'US10728263B1', 'US10015198B2', 'US9473528B2', 'US10230761B1', 'JP6147309B2', 'US9380072B2', 'US10348771B2', 'US9178906B1', 'US20190245829A1', 'US9594912B1', 'US10657251B1', 'US9542556B2', 'US9954872B2', 'US9306964B2', 'US9609019B2', 'US10079852B2', 'US10515210B2', 'US10530810B2', 'US10872151B1', 'US10467411B1', 'US20160366160A1', 'US10230750B2']","
A system configured to generate a risk score for a threat activity including a digital device. The digital device configured to extract one or more threat events on a network based on metadata for one or more targeted digital devices on the network. Further, the digital device is configured to detect one or more incidents based on a correlation between at least a first threat event of the one or more threat events and a second threat event of the one or more threat events. And, the digital device is configured to generate a risk score for each of said one or more incidents.
",G06,2018,"
a system configured to generate a risk score for a threat activity including a digital device the digital device configured to extract one or more threat events on a network based on metadata for one or more targeted digital devices on the network further the digital device is configured to detect one or more incidents based on a correlation between at least a first threat event of the one or more threat events and a second threat event of the one or more threat events and the digital device is configured to generate a risk score for each of said one or more incidents
",5,G06_5,2,2.0,7.0
US10326778B2,412,System and method for detecting lateral movement and data exfiltration ,2019-06-18,"['US9762596B2', 'US9769204B2', 'JP6086968B2', 'US10230689B2', 'US10404661B2', 'US9954872B2', 'US10812497B2', 'US9609019B2', 'EP2774039B1', 'EP3272096B1', 'US10467411B1', 'KR101737726B1', 'US9848016B2', 'US9473528B2', 'US10721243B2', 'US10003608B2', 'US10237283B2', 'US10230761B1']","
A system configured to detect a threat activity on a network. The system including a digital device configured to detect a first order indicator of compromise on a network, detect a second order indicator of compromise on the network, generate a risk score based on correlating said first order indicator of compromise on the network with the second order indicator of compromise on said network, and generate at least one incident alert based on comparing the risk score to a threshold.
",H04,2019,"
a system configured to detect a threat activity on a network the system including a digital device configured to detect a first order indicator of compromise on a network detect a second order indicator of compromise on the network generate a risk score based on correlating said first order indicator of compromise on the network with the second order indicator of compromise on said network and generate at least one incident alert based on comparing the risk score to a threshold
",5,H04_5,2,2.0,7.0
US9942250B2,419,Network appliance for dynamic protection from risky network activities ,2018-04-10,"['US10848517B1', 'US9609019B2', 'CA2966408C', 'US20160308898A1', 'US9106680B2', 'US10205742B2', 'EP2859494B1']","
Electronic appliances, computer-implemented systems, non-transitory media, and methods are provided to identify risky network activities using intelligent algorithms. The appliances, systems, media, and methods enable rapid detection of risky activities.
",H04,2018,"
electronic appliances computer-implemented systems non-transitory media and methods are provided to identify risky network activities using intelligent algorithms the appliances systems media and methods enable rapid detection of risky activities
",5,H04_5,2,2.0,7.0
US10728263B1,446,Analytic-based security monitoring system and method ,2020-07-28,"['US10594722B2', 'US10193920B2', 'AU2017254815B2', 'AU2018217323B2', 'US10397246B2', 'US9043905B1', 'US9609010B2', 'US10095866B2', 'US10218740B1', 'US9686293B2', 'EP3528463A1', 'US10721243B2', 'US20180285797A1', 'US9369479B2', 'US9306964B2', 'US9609019B2', 'EP3461103B1', 'US10372910B2', 'US10326778B2', 'US9609006B2', 'US10467411B1', 'US9942250B2']","
An analytics-based security monitoring system adapted to detect a plurality of behavioral characteristics from behavioral data, each representing an action conducted in a computing environment. Furthermore, the system determines, in accordance with a correlation profile, one or more behavioral fragments, each comprising a plurality of the behavioral characteristics. In accordance with the correlation profile, the one or more determined behavioral fragments are correlated against an attack profile comprising a plurality of sets of behavioral fragments where each set of behavioral fragments forms a malicious behavior pattern of a known attack. Thereafter, an attack based on the correlated one or more determined behavioral fragments may be identified, and the correlation profile is updated after an analysis of the identified attack.
",H04,2020,"
an analytics-based security monitoring system adapted to detect a plurality of behavioral characteristics from behavioral data each representing an action conducted in a computing environment furthermore the system determines in accordance with a correlation profile one or more behavioral fragments each comprising a plurality of the behavioral characteristics in accordance with the correlation profile the one or more determined behavioral fragments are correlated against an attack profile comprising a plurality of sets of behavioral fragments where each set of behavioral fragments forms a malicious behavior pattern of a known attack thereafter an attack based on the correlated one or more determined behavioral fragments may be identified and the correlation profile is updated after an analysis of the identified attack
",0,H04_0,2,2.0,7.0
